device_id,总交易次数,总金额,欺诈次数,可疑次数,唯一商户,唯一地区,唯一设备,欺诈率,风险等级
DEV00000254,11,5755.34,0,1,10,7,1,0.0,低
DEV00000255,7,6092.07,0,0,6,4,1,0.0,低
DEV00000256,3,764.47,0,0,3,3,1,0.0,低
DEV00000257,10,3751.34,0,0,8,7,1,0.0,低
DEV00000258,7,2663.9300000000003,0,0,6,6,1,0.0,低
DEV00000259,2,884.94,0,0,2,2,1,0.0,低
DEV00000350,7,3874.0499999999997,0,1,7,5,1,0.0,低
DEV00000261,8,5251.33,0,0,8,5,1,0.0,低
DEV00000262,8,5474.4,0,0,8,6,1,0.0,低
DEV00000263,5,3566.96,0,0,5,3,1,0.0,低
DEV00000264,5,2976.17,0,0,5,3,1,0.0,低
DEV00000265,8,6362.77,0,1,7,6,1,0.0,低
DEV00000266,11,6019.78,0,0,11,7,1,0.0,低
DEV00000267,4,852.39,0,0,4,4,1,0.0,低
DEV00000268,3,602.71,0,0,3,3,1,0.0,低
DEV00000269,13,8414.289999999999,0,1,10,8,1,0.0,低
DEV00000270,11,6529.1,0,0,9,7,1,0.0,低
DEV00000271,11,4847.99,0,0,11,8,1,0.0,低
DEV00000272,6,3375.32,0,0,5,3,1,0.0,低
DEV00000273,11,5353.0,0,0,10,6,1,0.0,低
DEV00000274,7,3247.0699999999997,0,0,7,5,1,0.0,低
DEV00000351,7,2854.5,0,0,7,5,1,0.0,低
DEV00000276,6,2746.13,0,0,6,4,1,0.0,低
DEV00000277,6,2250.62,0,0,5,5,1,0.0,低
DEV00000278,7,5968.12,0,0,6,5,1,0.0,低
DEV00000279,8,7061.28,0,0,8,5,1,0.0,低
DEV00000280,9,3119.17,0,0,7,6,1,0.0,低
DEV00000281,8,3840.9700000000003,0,0,7,6,1,0.0,低
DEV00000282,13,9982.13,0,1,13,8,1,0.0,低
DEV00000352,10,2724.29,0,0,9,6,1,0.0,低
DEV00000284,8,20215.5,0,0,7,5,1,0.0,低
DEV00000353,7,5247.96,0,0,7,7,1,0.0,低
DEV00000286,7,3054.99,0,0,7,5,1,0.0,低
DEV00000287,7,1638.56,0,1,6,5,1,0.0,低
DEV00000288,11,6011.79,0,1,10,7,1,0.0,低
DEV00000289,13,9328.050000000001,0,1,10,8,1,0.0,低
DEV00000290,6,2403.9,0,1,6,4,1,0.0,低
DEV00000291,7,2114.0299999999997,0,0,6,4,1,0.0,低
DEV00000292,9,3661.8199999999997,0,0,9,5,1,0.0,低
DEV00000293,7,2360.8500000000004,0,1,6,5,1,0.0,低
DEV00000294,6,1910.63,0,0,6,4,1,0.0,低
DEV00000295,11,7045.87,0,0,11,8,1,0.0,低
DEV00000296,10,3117.4,0,0,9,5,1,0.0,低
DEV00000297,12,5151.73,0,0,11,7,1,0.0,低
DEV00000298,6,950.35,0,0,6,5,1,0.0,低
DEV00000299,8,1188.52,0,0,8,5,1,0.0,低
DEV00000300,5,1734.5900000000001,0,0,5,5,1,0.0,低
DEV00000301,8,828.5,0,0,8,5,1,0.0,低
DEV00000302,9,3438.56,0,0,9,6,1,0.0,低
DEV00000303,4,1144.83,0,0,4,4,1,0.0,低
DEV00000304,7,3918.6,0,0,6,6,1,0.0,低
DEV00000305,8,8345.66,0,1,8,4,1,0.0,低
DEV00000354,10,4076.38,0,0,8,6,1,0.0,低
DEV00000307,9,3515.79,0,0,9,5,1,0.0,低
DEV00000308,11,3732.17,0,1,10,6,1,0.0,低
DEV00000309,5,1969.2,0,0,5,4,1,0.0,低
DEV00000310,10,8269.710000000001,0,0,10,7,1,0.0,低
DEV00000311,8,3811.8399999999997,0,0,8,6,1,0.0,低
DEV00000355,7,3073.0199999999995,0,0,7,5,1,0.0,低
DEV00000313,4,1090.24,0,0,3,2,1,0.0,低
DEV00000314,3,269.82,0,0,3,2,1,0.0,低
DEV00000315,9,2417.25,0,1,9,6,1,0.0,低
DEV00000316,7,1111.54,0,0,6,5,1,0.0,低
DEV00000317,8,3461.54,0,0,7,6,1,0.0,低
DEV00000318,6,1250.2,0,0,6,5,1,0.0,低
DEV00000319,2,209.36,0,0,2,2,1,0.0,低
DEV00000320,8,3260.69,0,1,8,6,1,0.0,低
DEV00000321,11,5297.82,0,0,11,5,1,0.0,低
DEV00000322,8,7111.4800000000005,0,0,7,5,1,0.0,低
DEV00000323,2,580.04,0,0,2,2,1,0.0,低
DEV00000324,8,1800.02,0,0,8,5,1,0.0,低
DEV00000325,9,3142.9300000000003,0,0,7,5,1,0.0,低
DEV00000326,9,5111.73,0,0,9,6,1,0.0,低
DEV00000356,11,3526.0699999999997,0,1,9,7,1,0.0,低
DEV00000328,11,3264.88,0,0,10,7,1,0.0,低
DEV00000283,9,8166.49,0,0,9,6,1,0.0,低
DEV00000330,9,6874.79,0,0,8,5,1,0.0,低
DEV00000331,7,2373.36,0,0,7,6,1,0.0,低
DEV00000332,15,4005.7799999999997,0,1,13,6,1,0.0,低
DEV00000333,6,1924.66,0,0,6,5,1,0.0,低
DEV00000357,8,5380.16,0,0,7,7,1,0.0,低
DEV00000335,7,2445.52,0,0,7,5,1,0.0,低
DEV00000358,14,13802.52,0,0,13,8,1,0.0,低
DEV00000337,10,2835.46,0,0,9,6,1,0.0,低
DEV00000338,8,4342.03,0,0,8,6,1,0.0,低
DEV00000339,5,2407.57,0,0,5,3,1,0.0,低
DEV00000340,13,6011.95,0,0,13,8,1,0.0,低
DEV00000341,8,5954.0599999999995,0,0,8,5,1,0.0,低
DEV00000004,9,2343.97,0,0,9,6,1,0.0,低
DEV00000023,5,3519.61,0,0,5,5,1,0.0,低
DEV00000003,6,6264.88,0,0,6,5,1,0.0,低
DEV00000361,9,2652.51,0,0,9,7,1,0.0,低
DEV00000362,6,2299.68,0,0,6,4,1,0.0,低
DEV00000363,16,5567.7,0,0,14,9,1,0.0,低
DEV00000364,9,5396.08,0,0,8,6,1,0.0,低
DEV00000365,8,2548.79,0,0,7,5,1,0.0,低
DEV00000366,10,2292.8399999999997,0,0,10,7,1,0.0,低
DEV00000367,3,2708.53,0,0,3,2,1,0.0,低
DEV00000368,6,1229.49,0,0,6,4,1,0.0,低
DEV00000369,5,1681.0100000000002,0,0,5,4,1,0.0,低
DEV00000370,9,4716.389999999999,0,0,9,6,1,0.0,低
DEV00000371,12,3847.31,0,0,10,7,1,0.0,低
DEV00000372,6,4216.28,0,0,6,5,1,0.0,低
DEV00000024,4,2129.4500000000003,0,0,4,4,1,0.0,低
DEV00000374,7,4691.4,0,0,5,4,1,0.0,低
DEV00000006,11,5995.650000000001,0,0,10,6,1,0.0,低
DEV00000005,13,6038.87,0,0,13,7,1,0.0,低
DEV00000008,8,1507.3799999999999,0,0,8,7,1,0.0,低
DEV00000009,11,6697.69,0,0,10,6,1,0.0,低
DEV00000010,7,2449.15,0,0,6,5,1,0.0,低
DEV00000011,4,380.36,0,0,4,3,1,0.0,低
DEV00000012,10,5168.47,0,1,9,6,1,0.0,低
DEV00000013,5,2198.35,0,0,4,4,1,0.0,低
DEV00000014,11,5103.969999999999,0,0,9,8,1,0.0,低
DEV00000015,9,5476.36,0,1,7,5,1,0.0,低
DEV00000016,8,1677.42,0,0,7,5,1,0.0,低
DEV00000017,7,2110.65,0,0,7,6,1,0.0,低
DEV00000018,6,1283.21,0,0,6,4,1,0.0,低
DEV00000019,7,2993.61,0,0,6,5,1,0.0,低
DEV00000020,8,2377.5299999999997,0,1,8,7,1,0.0,低
DEV00000021,10,4793.62,0,1,10,5,1,0.0,低
DEV00000329,8,3894.51,0,0,8,6,1,0.0,低
