device_id,总交易次数,总金额,欺诈次数,可疑次数,唯一商户,唯一地区,唯一设备,欺诈率,风险等级,平均间隔小时,最小间隔分钟,最大交易间隔,间隔变异系数,金额波动率
DEV00000177,9,10859.630000000001,1,0,8,6,1,0.1111111111111111,高,428.95725694444445,6798.05,1156.5583333333334,0.7882260478766665,1.7393488426958559
DEV00000065,9,3005.4,1,0,7,7,1,0.1111111111111111,高,428.69173611111114,4672.366666666667,1676.296388888889,1.225848423650167,1.4517980611815111
DEV00000066,7,6766.5599999999995,1,0,7,5,1,0.14285714285714285,高,444.0318981481482,3714.9666666666667,1108.0275,0.8074195115097064,1.404886426288505
DEV00000112,7,8911.59,1,0,7,6,1,0.14285714285714285,高,451.7400925925926,1900.0,1048.7644444444445,0.7786511932152717,0.9294397118925842
DEV00000068,12,5740.07,1,0,12,5,1,0.08333333333333333,高,282.54136363636366,2955.733333333333,771.1694444444445,0.7328954284885663,1.5323040016018614
DEV00000086,6,3320.29,1,1,5,4,1,0.16666666666666666,高,528.2925555555555,11339.833333333334,677.0530555555556,0.36734588803201645,1.5677347809561872
DEV00000188,11,10434.16,1,0,10,5,1,0.09090909090909091,高,284.7211388888889,743.4333333333334,473.15722222222223,0.5863713504294379,1.6640904470601896
DEV00000199,11,9640.07,1,0,10,8,1,0.09090909090909091,高,308.07775000000004,26.85,685.5266666666666,0.8290017927021986,1.75387100990991
DEV00000207,10,5149.03,1,0,9,6,1,0.1,高,356.1329938271605,3198.616666666667,1063.9880555555555,1.0392503633147625,1.571171631077406
DEV00000214,9,9420.03,1,0,9,8,1,0.1111111111111111,高,401.185,5231.75,856.8216666666667,0.5657706239840764,1.5098747389181837
DEV00000217,10,4405.66,1,0,9,6,1,0.1,高,373.4551851851852,3308.516666666667,758.2897222222222,0.6820108223917611,1.2650805816186201
DEV00000223,10,7501.77,1,0,9,7,1,0.1,高,282.74027777777775,1513.1333333333332,726.7605555555556,0.8811888482735476,2.7638908194106104
DEV00000226,10,3766.02,1,0,10,5,1,0.1,高,379.62783950617285,1667.35,842.0783333333334,0.8336158440502871,1.3500921456451134
DEV00000234,21,16634.27,1,0,18,10,1,0.047619047619047616,中,163.40530555555557,432.68333333333334,538.2602777777778,0.8412108285135422,2.5864151585218065
DEV00000236,4,8465.37,1,0,4,4,1,0.25,极高,597.0381481481481,13562.366666666667,876.7516666666667,0.5608064517408566,0.8690344353777919
DEV00000025,6,2255.04,1,0,6,6,1,0.16666666666666666,高,612.5286111111111,867.8333333333333,1488.1525,0.887454634227706,1.8596915881539142
DEV00000239,11,6385.8099999999995,1,0,11,7,1,0.09090909090909091,高,332.8789722222222,294.06666666666666,1051.5691666666667,1.0009601464798794,1.9587711463294584
DEV00000249,7,9022.95,1,0,7,4,1,0.14285714285714285,高,569.8029166666666,13885.666666666666,1060.3577777777778,0.5790778951192452,1.1144516749485376
DEV00000260,7,6005.08,1,0,7,6,1,0.14285714285714285,高,482.1285648148148,11391.116666666667,738.6933333333334,0.4885857680118826,2.2981357263016378
DEV00000275,6,1927.0,1,0,6,5,1,0.16666666666666666,高,672.28,7232.5,1597.1638888888888,0.8395131147411801,1.849743862725492
DEV00000022,7,4902.77,1,0,7,7,1,0.14285714285714285,高,578.5734722222222,2002.7166666666667,1338.0508333333332,0.8586996334897671,1.3185704491797001
DEV00000285,4,5920.66,1,0,4,4,1,0.25,极高,414.89861111111117,12849.083333333334,556.0427777777778,0.430391463428111,1.1611790876953676
DEV00000306,9,12524.15,1,0,8,6,1,0.1111111111111111,高,396.4610069444445,884.9333333333333,990.5238888888889,1.023144444676506,2.339469982074535
DEV00000312,14,2732.5499999999997,1,0,14,5,1,0.07142857142857142,高,217.57339743589745,112.60000000000001,618.7013888888889,0.9277389735659015,1.090959578982605
DEV00000327,8,7870.09,1,0,8,6,1,0.125,高,441.90468253968254,268.8833333333333,1242.0744444444445,1.1207064282087285,1.6897517258868675
DEV00000334,5,3737.73,1,0,5,4,1,0.2,高,559.8542361111112,6249.683333333333,1103.0430555555556,0.7530151211171588,1.1936362101156486
DEV00000336,9,3680.6600000000003,1,0,9,7,1,0.1111111111111111,高,324.6039930555556,5563.366666666667,913.0966666666667,1.0671339959119424,1.381822174919905
DEV00000342,8,2464.74,1,0,7,7,1,0.125,高,403.04539682539684,5484.833333333334,716.1541666666667,0.605013856856212,0.8720712792140141
DEV00000343,13,9003.41,1,1,12,8,1,0.07692307692307693,高,280.1933101851852,1994.1333333333334,778.3002777777778,0.870769583649748,1.6005407205653042
DEV00000373,10,1929.66,1,0,7,7,1,0.1,高,299.13262345679016,5816.016666666666,802.1894444444445,0.742891217367886,0.830667254050064
DEV00000026,5,7700.94,0,0,5,5,1,0.0,低,503.60041666666666,1315.55,1443.4369444444444,1.266748296350942,1.759011929820331
DEV00000027,4,491.42,0,0,4,4,1,0.0,低,1038.7285185185185,17589.75,2388.198888888889,1.1271666116071235,0.18723619251624932
DEV00000028,8,2902.86,0,0,8,6,1,0.0,低,458.11035714285714,376.8,1398.7108333333333,1.062420531508584,1.5996574481599122
DEV00000029,4,6381.460000000001,0,0,4,3,1,0.0,低,946.5506481481483,22352.2,2042.0861111111112,1.0027191975717644,0.8790431452280388
DEV00000030,5,1639.13,0,0,5,3,1,0.0,低,730.57125,12792.0,1085.3616666666667,0.5628692636282839,1.503233846886383
DEV00000031,7,2215.86,0,0,7,5,1,0.0,低,526.5487962962962,1892.6333333333334,1863.0744444444445,1.306473283601637,1.3397008911381985
DEV00000032,7,3182.42,0,0,7,5,1,0.0,低,488.9336111111111,7359.183333333333,1012.5847222222222,0.76552659698171,0.869962745447289
DEV00000033,12,3948.1400000000003,0,0,12,7,1,0.0,低,326.537196969697,1363.9333333333334,789.9152777777778,0.7117717782865453,1.767254579138658
DEV00000035,9,2370.83,0,0,9,6,1,0.0,低,378.2988541666667,485.00000000000006,793.7666666666667,0.7381959855055616,1.0840682445032759
DEV00000036,10,10222.970000000001,0,1,8,8,1,0.0,低,346.6025925925926,2675.35,1264.8372222222222,1.0935882921103204,1.794718943313649
DEV00000037,9,2887.74,0,1,9,7,1,0.0,低,438.90208333333334,320.96666666666664,1319.7166666666667,0.9798235851360645,1.3966776849113935
DEV00000038,6,3076.19,0,0,5,5,1,0.0,低,570.5055555555555,8655.0,1183.9138888888888,0.7547250395385684,1.7999325172502503
DEV00000039,5,2704.0699999999997,0,0,5,5,1,0.0,低,731.3281944444444,16296.783333333333,1697.3530555555556,0.9090873541714305,1.7146458531797886
DEV00000040,9,5749.3099999999995,0,0,9,7,1,0.0,低,407.1817708333333,4715.75,877.6775,0.6613097499129403,2.1183295409252443
DEV00000041,12,7876.42,0,1,11,7,1,0.0,低,293.35505050505054,420.56666666666666,1551.2516666666668,1.4768304043836507,2.4254069360828323
DEV00000042,14,7018.29,0,0,12,9,1,0.0,低,261.63747863247863,410.6166666666667,723.3205555555555,0.9559289303827151,1.3978672392736347
DEV00000043,10,4471.5,0,0,10,8,1,0.0,低,317.27117283950616,3499.7166666666667,892.2080555555556,0.8440068028475683,1.0754709935535747
DEV00000044,10,4843.89,0,0,10,6,1,0.0,低,248.19287037037034,214.1833333333333,700.8297222222222,1.0729125535331099,0.8402102670070892
DEV00000045,11,6163.51,0,0,9,7,1,0.0,低,317.03594444444445,1237.5666666666666,710.0880555555556,0.8461896101443227,1.5988725807274733
DEV00000046,9,2385.3,0,0,9,5,1,0.0,低,229.07649305555555,3337.3,399.4555555555556,0.6318433785109651,1.0220419032181702
DEV00000047,19,8412.93,0,0,17,8,1,0.0,低,171.4874537037037,1162.2,389.6669444444444,0.7162179205698535,3.0625477087720006
DEV00000049,5,4368.51,0,0,5,4,1,0.0,低,861.9832638888888,10019.25,2266.488611111111,1.1103102339753996,1.3538844756720152
DEV00000050,13,5544.27,0,1,12,8,1,0.0,低,241.52900462962964,271.83333333333337,684.5902777777778,0.9821741745699022,1.0108060281130957
DEV00000051,9,2060.87,0,0,7,6,1,0.0,低,315.6757638888889,1141.5500000000002,1216.7677777777778,1.2956539669912062,1.63537441677561
DEV00000052,12,4590.88,0,1,11,6,1,0.0,低,300.9854292929293,2385.616666666667,919.7966666666666,1.0137331954293873,1.2032670351919035
DEV00000053,7,8461.8,0,0,7,6,1,0.0,低,550.9248611111111,2351.05,1241.483888888889,0.8104732686338028,1.419191943025237
DEV00000054,12,14079.220000000001,0,0,12,7,1,0.0,低,272.1519191919192,34.46666666666667,656.1202777777778,0.9390132128942447,2.3821120581975386
DEV00000055,13,8219.28,0,0,11,8,1,0.0,低,254.6139814814815,300.2833333333333,1159.9805555555556,1.4509126531118266,2.230348582707383
DEV00000056,11,2199.09,0,2,9,6,1,0.0,低,288.8340833333333,17.2,1002.0455555555556,1.0827888115648194,2.0255955783877777
DEV00000057,9,2429.74,0,0,8,6,1,0.0,低,434.95885416666664,4731.316666666667,1037.566388888889,0.8246899896495751,1.0463564685702629
DEV00000058,11,1944.1200000000001,0,0,11,7,1,0.0,低,297.4266944444445,1739.9,726.5961111111111,0.8242364574354865,1.8253750785993976
DEV00000059,6,1667.48,0,0,6,5,1,0.0,低,619.4007222222222,12940.416666666666,1086.8127777777777,0.5227836699851669,0.6866302348014397
DEV00000060,4,551.4499999999999,0,0,4,4,1,0.0,低,699.4023148148148,11958.85,1297.3877777777777,0.7943127442247554,1.3191178893477868
DEV00000062,9,4918.24,0,0,9,8,1,0.0,低,351.9576388888889,84.6,949.6522222222222,0.95326135702394,1.8569409327812367
DEV00000063,8,2335.14,0,0,7,4,1,0.0,低,423.0784126984127,4978.1,943.3772222222223,0.7938585770760795,1.9473868484171994
DEV00000064,7,3377.54,0,0,6,6,1,0.0,低,530.3342592592593,8833.733333333334,1559.5008333333333,1.0133251140150186,0.8423142033400787
DEV00000067,4,3078.51,0,0,4,4,1,0.0,低,1040.5076851851852,25803.783333333333,2090.9580555555553,0.8781285783980127,0.7934345764931305
DEV00000069,7,1981.47,0,0,7,5,1,0.0,低,559.9440740740741,1136.3166666666666,1027.6880555555556,0.7612670182123927,1.3723375936439028
DEV00000070,4,897.3,0,0,4,4,1,0.0,低,777.8274074074073,17298.666666666668,1663.2894444444444,0.9876979071091175,0.5338113425009975
DEV00000072,8,4679.01,0,0,7,4,1,0.0,低,417.25674603174605,10593.966666666665,684.1152777777778,0.49548578607745797,0.8168496717227682
DEV00000073,6,1455.15,0,0,6,5,1,0.0,低,495.4635,1000.6166666666667,944.2825,0.898221404744455,1.5116071423381243
DEV00000074,8,3162.77,0,0,7,6,1,0.0,低,338.32626984126983,5042.400000000001,601.7294444444444,0.6874106773294429,1.5326274147970453
DEV00000075,7,2354.33,0,0,6,6,1,0.0,低,516.0174074074074,790.0500000000001,944.1391666666667,0.8061108745445718,0.612539721304313
DEV00000076,6,2333.81,0,0,5,3,1,0.0,低,436.996,1271.9333333333334,744.775,0.705348000151978,1.6876832487728644
DEV00000078,3,505.12,0,0,3,3,1,0.0,低,1010.1793055555555,34719.899999999994,1441.693611111111,0.6041040238287807,0.4263809513758297
DEV00000079,10,9082.36,0,0,8,5,1,0.0,低,270.43151234567904,2432.9666666666667,688.8294444444444,0.7558940816691314,1.4997586509968202
DEV00000081,8,4751.3099999999995,0,0,8,7,1,0.0,低,319.5775396825397,7295.016666666666,504.1511111111111,0.43124457402624383,1.2693322813653418
DEV00000082,5,853.88,0,0,5,4,1,0.0,低,507.1903472222222,5803.233333333333,908.1991666666667,0.7852414595532591,0.43912073273133845
DEV00000083,5,4435.67,0,0,5,4,1,0.0,低,731.6902777777777,27368.216666666667,1013.1613888888888,0.3125410323064314,1.2471062351171458
DEV00000084,10,6254.25,0,1,10,7,1,0.0,低,309.68515432098764,629.6666666666666,858.3991666666667,0.9492675364111514,0.9195938127610279
DEV00000085,12,4975.7300000000005,0,1,10,8,1,0.0,低,252.55320707070712,277.4,652.6830555555556,0.8699545531328162,1.9042988727092376
DEV00000087,2,295.32,0,0,2,2,1,0.0,低,2008.7130555555555,120522.78333333333,2008.7130555555555,,
DEV00000088,10,3853.6099999999997,0,1,10,8,1,0.0,低,340.7351851851852,3789.2000000000003,839.4711111111111,0.8322848725585734,1.5822375281574712
DEV00000089,9,7193.54,0,0,9,5,1,0.0,低,389.1384027777778,723.7666666666667,952.5744444444445,0.9224584409647473,2.3147987312908405
DEV00000090,4,1873.98,0,0,3,3,1,0.0,低,838.7822222222222,6921.166666666666,1963.9925,1.1774721308706304,1.621795850104024
DEV00000091,9,2414.01,0,0,9,6,1,0.0,低,365.5413541666667,5455.8,1338.6777777777777,1.170702285081241,1.2441006988366328
DEV00000092,6,8639.3,0,0,6,6,1,0.0,低,603.9972222222223,3835.616666666667,1729.941388888889,1.0853973578975775,1.7295978785339017
DEV00000093,8,3030.0299999999997,0,0,7,7,1,0.0,低,371.6114285714285,1742.7166666666667,997.3238888888889,0.9578129606185967,1.4230592483782074
DEV00000094,9,2082.54,0,0,9,7,1,0.0,低,418.8756597222222,1567.5666666666666,1935.1833333333334,1.5393021733819894,1.977658171109917
DEV00000095,8,1546.9,0,0,7,6,1,0.0,低,443.1221428571429,3692.9666666666667,1271.1747222222223,0.92657626232621,0.9630702186514287
DEV00000096,9,3490.6,0,0,9,5,1,0.0,低,415.10784722222223,14.450000000000001,1072.151388888889,0.8837381675883063,1.0918516633461226
DEV00000097,7,1257.32,0,0,6,6,1,0.0,低,518.8502314814815,7581.049999999999,1000.6458333333334,0.6313432477749745,1.0976539548030682
DEV00000098,11,12021.36,0,0,10,4,1,0.0,低,285.5876944444444,3000.7833333333333,924.8183333333334,0.9819184684813094,2.1931280414581513
DEV00000099,5,2112.72,0,0,5,4,1,0.0,低,831.3179861111112,4158.099999999999,1814.2630555555556,0.8722914705604605,1.0827897839970617
DEV00000100,8,4117.74,0,0,7,6,1,0.0,低,436.4117857142857,513.8833333333333,1124.8483333333334,0.9860252243243758,1.9680215000231136
DEV00000101,11,2550.98,0,0,11,7,1,0.0,低,317.5205277777778,3134.05,771.47,0.7375189203841052,0.7577559504679027
DEV00000102,9,3668.57,0,0,8,6,1,0.0,低,366.563125,619.9333333333334,1370.525,1.237815292001338,1.848009920711848
DEV00000103,5,558.97,0,0,5,3,1,0.0,低,591.7613888888889,16619.066666666666,886.1508333333334,0.4310692532057734,1.129334173101869
DEV00000105,10,16113.960000000001,0,1,8,6,1,0.0,低,355.2273456790124,3460.9666666666667,803.1108333333333,0.7610196307632389,1.8880809968338932
DEV00000109,10,5778.85,0,0,10,7,1,0.0,低,318.1403086419753,1018.0333333333333,1097.6130555555555,1.1237932503369379,1.3788387750949762
DEV00000110,10,6832.02,0,0,10,7,1,0.0,低,323.9928703703703,1652.8,787.1247222222222,0.8111094620735735,1.3009368287036238
DEV00000111,6,6692.400000000001,0,0,6,6,1,0.0,低,524.7117777777778,4462.883333333333,1040.6177777777777,0.7232872809989007,2.0576986345128847
DEV00000113,5,952.96,0,1,5,5,1,0.0,低,669.3438888888888,9583.1,1865.7027777777778,1.2134487273714836,0.6923667065148902
DEV00000114,7,2399.67,0,2,7,5,1,0.0,低,508.43925925925925,8811.766666666666,1236.2713888888889,0.8119059498436463,1.0881364560801432
DEV00000115,10,4314.38,0,0,10,7,1,0.0,低,354.10925925925926,942.95,1072.3369444444445,1.0774711643763197,2.181610561569455
DEV00000116,14,9034.75,0,0,13,7,1,0.0,低,264.2963247863248,2414.9666666666667,590.2577777777777,0.7562374045210912,1.098229312622307
DEV00000118,7,4174.16,0,1,6,5,1,0.0,低,413.932037037037,9034.183333333334,690.2602777777778,0.5661602982825725,1.1672517208621722
DEV00000119,8,1657.79,0,0,8,6,1,0.0,低,414.19666666666666,634.0500000000001,846.2491666666666,0.786742732071855,1.0531697997477054
DEV00000120,9,6815.27,0,0,8,5,1,0.0,低,393.2107638888889,1179.6333333333332,1303.4061111111112,1.1939123116458505,1.4664771524366864
DEV00000122,4,3216.72,0,0,4,3,1,0.0,低,460.2528703703704,2617.9,750.8161111111111,0.8040392428636386,1.346635099336901
DEV00000123,4,2517.49,0,0,4,4,1,0.0,低,723.5490740740742,17652.283333333333,1425.096388888889,0.8466836861247149,1.1197686747504776
DEV00000124,8,5988.58,0,0,8,5,1,0.0,低,340.54539682539684,509.78333333333336,798.7419444444445,0.7629900414474972,1.9037506640135884
DEV00000125,10,7997.030000000001,0,0,9,6,1,0.0,低,347.1903703703704,1048.9666666666667,963.07,1.117776095961136,1.5276446317187387
DEV00000126,8,4920.3099999999995,0,0,7,6,1,0.0,低,431.83111111111106,1735.1666666666667,1120.4875,0.8391556226511363,0.7026554323446298
DEV00000127,6,2514.27,0,0,6,5,1,0.0,低,526.6436111111111,7571.533333333334,1034.2933333333333,0.6494593977085825,1.2761545442042392
DEV00000128,13,5166.26,0,0,10,8,1,0.0,低,273.69108796296297,57.03333333333334,565.2902777777778,0.8429293136272711,1.3284885587602788
DEV00000129,9,6295.5,0,0,9,6,1,0.0,低,438.36819444444444,4536.200000000001,816.8263888888889,0.6949568987077298,2.279236346798425
DEV00000130,6,2336.7200000000003,0,0,5,5,1,0.0,低,616.9556111111111,3580.5333333333333,1367.2913888888888,0.9472894282019819,0.570552049207007
DEV00000131,9,8528.35,0,0,8,6,1,0.0,低,387.8678472222222,4950.45,637.9294444444445,0.5465119341309108,1.1639526276942957
DEV00000132,7,3593.8,0,0,7,4,1,0.0,低,414.0518055555556,3514.516666666667,841.3141666666667,0.7014710610277316,1.2250331941861932
DEV00000133,8,3293.56,0,1,7,6,1,0.0,低,429.0945634920635,7077.599999999999,1267.5591666666667,0.9351554647764194,1.2773393441867626
DEV00000134,10,2270.74,0,0,9,7,1,0.0,低,359.60814814814813,4714.400000000001,1327.348888888889,1.0874252184824467,1.2681336170111013
DEV00000135,13,5039.92,0,0,12,8,1,0.0,低,244.98900462962965,1464.2333333333333,715.255,0.9054341360246583,1.0446140198392484
DEV00000136,7,1762.8600000000001,0,0,6,5,1,0.0,低,308.68689814814815,5823.0,477.85,0.5317205021174305,1.0451304245291162
DEV00000137,7,3016.52,0,0,7,5,1,0.0,低,439.001712962963,334.2166666666667,961.9280555555556,0.7911169113522051,1.0221984448024062
DEV00000138,9,1098.03,0,0,9,5,1,0.0,低,290.3520486111111,4499.766666666666,614.4930555555555,0.7864878271638321,1.0256887560969514
DEV00000139,8,5384.9400000000005,0,0,6,6,1,0.0,低,381.2876984126984,1037.7833333333333,1032.4927777777777,0.843893587135324,0.8132197872950379
DEV00000140,11,1481.84,0,0,10,6,1,0.0,低,351.86383333333333,2657.7000000000003,959.3394444444444,0.8724334883722035,1.0241697182199192
DEV00000143,6,3726.88,0,0,6,5,1,0.0,低,397.09766666666667,1216.8166666666666,785.8477777777778,0.9038158186557742,0.8452046642669736
DEV00000144,9,4393.45,0,1,8,7,1,0.0,低,429.8851041666667,1600.9833333333333,866.1947222222223,0.7357117617191192,1.726943252163353
DEV00000145,13,7665.6900000000005,0,0,13,7,1,0.0,低,250.76368055555554,372.46666666666664,709.5488888888889,1.06767063672171,1.3690572988460759
DEV00000146,9,2070.91,0,1,9,6,1,0.0,低,356.8564583333333,3630.5166666666664,1094.3705555555555,0.9238277802876035,0.6913961416176769
DEV00000147,6,4908.22,0,0,6,5,1,0.0,低,591.4126111111111,12234.0,1022.5072222222223,0.5848565588102358,1.728552000564796
DEV00000148,5,2716.34,0,0,5,3,1,0.0,低,895.4940972222223,7855.516666666666,1476.3736111111111,0.6364532561869735,1.5545420520105877
DEV00000149,10,3943.05,0,1,8,6,1,0.0,低,278.4261419753086,677.7833333333333,709.0886111111112,0.9113814734980258,1.6131729085959703
DEV00000151,10,8596.029999999999,0,0,9,5,1,0.0,低,270.9619135802469,178.8,1097.6644444444444,1.3172595828442895,1.3784125305597388
DEV00000152,6,5030.42,0,0,6,5,1,0.0,低,478.5761111111111,939.0333333333333,1257.9405555555556,1.134176507165451,1.39977917565814
DEV00000153,13,6444.17,0,0,12,6,1,0.0,低,279.68981481481484,34.96666666666666,716.5266666666666,0.8612059739809276,1.3956803432388183
DEV00000154,8,5183.07,0,0,8,6,1,0.0,低,453.9869444444444,1390.6666666666665,1091.9908333333333,0.9435840778939615,1.5762100529841818
DEV00000155,8,2105.84,0,0,8,5,1,0.0,低,388.8295238095238,340.09999999999997,1015.4469444444444,1.0570195408311107,0.8442124258820767
DEV00000156,7,2274.1,0,0,6,7,1,0.0,低,256.1531018518519,2532.2833333333333,653.0994444444444,1.0093098634913962,1.5971126953727477
DEV00000157,4,2698.0699999999997,0,0,4,3,1,0.0,低,937.2037962962962,18534.35,1421.8402777777778,0.6084118238535801,1.1511811175122468
DEV00000158,9,2822.2799999999997,0,0,9,6,1,0.0,低,356.8184722222222,2943.366666666667,853.885,0.7348110187653922,1.035215124951663
DEV00000159,6,1093.42,0,0,6,5,1,0.0,低,529.5324444444444,12432.95,804.0036111111111,0.48066243228967737,1.5684397292646486
DEV00000160,8,2832.21,0,0,8,6,1,0.0,低,420.1309126984127,10901.55,921.9363888888889,0.6102477324135038,1.1405119776542467
DEV00000161,4,1715.71,0,0,4,3,1,0.0,低,616.2084259259259,16452.783333333333,971.5911111111111,0.56617485812475,0.3500764314388876
DEV00000162,4,1784.4099999999999,0,0,4,3,1,0.0,低,260.72407407407405,6902.966666666667,548.1377777777777,0.954707952663678,0.8194929729841677
DEV00000163,7,2552.89,0,0,7,5,1,0.0,低,356.9067592592592,11630.1,723.4844444444444,0.5313137787912657,1.0873624330786338
DEV00000164,3,246.42000000000002,0,0,3,2,1,0.0,低,1309.0615277777779,63449.61666666666,1560.6294444444445,0.2717754299997572,1.2137047611824676
DEV00000165,7,6612.53,0,0,7,5,1,0.0,低,394.59925925925927,8664.333333333334,771.9966666666667,0.6314701629315228,1.2591662785388131
DEV00000166,3,577.64,0,0,3,3,1,0.0,低,1114.1965277777776,24661.6,1817.3663888888889,0.8925107280837575,1.121388901728959
DEV00000167,8,3863.76,0,0,8,7,1,0.0,低,473.1681746031746,3228.5,1275.255,0.9469813819069935,2.3477287313757285
DEV00000168,8,4452.93,0,0,7,5,1,0.0,低,319.0444841269841,4981.566666666667,852.6822222222222,0.9374371450988314,1.0141144739130072
DEV00000169,8,2017.62,0,0,8,6,1,0.0,低,313.23527777777775,684.7666666666667,679.1380555555555,0.7294234156143304,1.0733284532892138
DEV00000170,7,2111.59,0,0,7,6,1,0.0,低,508.53597222222226,16743.26666666667,943.2761111111112,0.47682367353301985,1.1760973415503833
DEV00000171,3,999.4,0,0,3,3,1,0.0,低,636.4123611111111,30601.033333333333,762.8075,0.2808709109964786,1.3352530761414274
DEV00000172,5,3500.12,0,0,5,4,1,0.0,低,559.83375,17306.816666666666,944.6636111111111,0.4929024493481164,0.8204702631758871
DEV00000173,8,2759.58,0,0,7,5,1,0.0,低,405.9825,6523.416666666667,1024.51,0.7638761844622951,1.420019180214657
DEV00000174,3,2271.32,0,1,3,2,1,0.0,低,643.3243055555556,1350.0666666666666,1264.1475,1.3647495887178214,0.8580057034451117
DEV00000175,9,1765.67,0,0,9,5,1,0.0,低,289.5490972222222,1092.3333333333333,920.7530555555555,1.0244840945352682,1.5649128690166303
DEV00000176,8,7966.3099999999995,0,0,8,6,1,0.0,低,389.67571428571426,5641.316666666667,1420.3641666666667,1.2198112639520526,1.8140395690880162
DEV00000178,3,1112.49,0,0,3,3,1,0.0,低,1061.55,53667.566666666666,1228.6405555555555,0.22260065923519542,0.6354993324842566
DEV00000180,4,4453.56,0,0,4,4,1,0.0,低,1033.3148148148148,34329.16666666667,1733.151111111111,0.5963339696667869,0.9959804436583315
DEV00000181,9,3017.02,0,1,9,7,1,0.0,低,396.12166666666667,1287.7333333333333,956.6630555555555,0.8274536436434227,0.9580936813551981
DEV00000182,8,1449.12,0,0,8,6,1,0.0,低,447.1026984126984,4464.383333333333,997.5152777777778,0.8265350039290251,1.1072771503976901
DEV00000183,11,4347.46,0,0,11,6,1,0.0,低,349.42769444444446,4274.233333333334,612.4572222222222,0.5127360337868558,0.7891429213404172
DEV00000184,6,2153.06,0,0,5,6,1,0.0,低,484.3080555555556,8748.116666666667,1287.586388888889,0.9725830487787508,1.2797202107654053
DEV00000185,8,2773.5,0,0,8,6,1,0.0,低,344.2004365079365,1830.8166666666666,1024.5302777777779,1.0121340185589436,1.5106394379169006
DEV00000187,6,1096.3200000000002,0,0,6,5,1,0.0,低,568.0693333333334,12668.683333333332,1336.08,0.8541905693078082,1.3872081353779222
DEV00000048,10,1312.97,0,1,9,8,1,0.0,低,375.00058641975306,1001.8666666666666,712.5444444444445,0.590485276610306,1.002601316673597
DEV00000189,5,835.74,0,1,5,4,1,0.0,低,795.5138194444444,8138.049999999999,2044.0480555555555,1.0784646523376682,1.7563023425066813
DEV00000190,19,4461.46,0,0,18,9,1,0.0,低,196.01265432098765,536.45,718.1983333333334,1.1252134759935277,2.3346864288212195
DEV00000191,5,1456.08,0,0,4,5,1,0.0,低,672.1715277777778,9833.45,2086.014166666667,1.403302667710314,0.8465882636734443
DEV00000192,7,5623.48,0,0,6,6,1,0.0,低,511.43495370370374,4482.216666666667,2005.973888888889,1.452590988189064,1.3041107616257452
